,FILENAME,NOBS,BANDS,RA,DEC,BRIGHTEST,RISE_z,RISE_i,RISE_r,MAX_r-i,MIN_r-i,MAX_i-z,MIN_i-z,MAX_SNR_z,MAX_SNR_i,MAX_SNR_r,CUT_1,CUT_2,CUT_3,CCD,MAG_r,MAG_i,MAG_z,EXPNUM_1,EXPNUM_2,EXPNUM_3,EXPNUM_4
0,testdir_iz2/data/DES-0009_SN00152268.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-15.065000000000012,-15.065000000000012,28.739013452914797,19.681233309055596,0.0,True,True,False,-1,99.9,22.72788974593075,22.54283005553968,0,0,0,0
1,testdir_iz2/data/DES-0010_SN00423340.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-7.840200000000001,-7.840200000000001,3.572996037793356,0.9533022342253866,0.0,True,True,False,-1,99.9,26.02713744761979,24.827403087534822,0,0,0,0
2,testdir_iz2/data/DES-0010_SN00423459.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-4.6165,-4.6165,4.330795004568992,2.3556182531894017,0.0,True,True,False,-1,99.9,25.04415228437132,24.617903725269453,0,0,0,0
3,testdir_iz2/data/DES-0010_SN00423840.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-8.6095,-8.6095,4.316174230886385,1.3648748159057438,0.0,True,True,False,-1,99.9,25.637215387286886,24.62157537438135,0,0,0,0
4,testdir_iz2/data/KN_1.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-219.46999999999997,-219.46999999999997,120.58513588463671,51.239590768498694,0.0,True,True,False,-1,99.9,21.667087393640294,20.90420125124701,0,0,0,0
