,Unnamed: 0,FILENAME,NOBS,BANDS,RA,DEC,BRIGHTEST,RISE_z,RISE_i,RISE_r,MAX_r-i,MIN_r-i,MAX_i-z,MIN_i-z,MAX_SNR_z,MAX_SNR_i,MAX_SNR_r,CUT_1,CUT_2,CUT_3,CCD,MAG_r,MAG_i,MAG_z,EXPNUM_1,EXPNUM_2,EXPNUM_3,EXPNUM_4
0,0,gw170817_ir2/data/GW170817_DIFFIMG_ir2.DAT,2,ir,197.450374,-23.381494,i,0.0,0.0,0.0,-731.1999999999997,-731.1999999999997,0.0,0.0,0.0,243.95670857870442,247.75570009291687,True,True,False,36,17.897743981748683,17.788875426620336,99.9,668961,668962,0,0
0,0,gw170817_iz4/data/GW170817_DIFFIMG_iz4.DAT,4,iz,197.450374,-23.381494,i,-153.5,-2659.100000000001,0.0,0.0,0.0,903.1000000000003,-1602.5,208.051370708817,243.95670857870442,0.0,True,True,True,36,99.9,17.788875426620336,17.582722391660866,668439,668440,668960,668961
0,0,gw170817_iz2b/data/GW170817_DIFFIMG_iz2b.DAT,2,iz,197.450374,-23.381494,z,0.0,0.0,0.0,0.0,0.0,-1602.5,-1602.5,208.051370708817,243.95670857870442,0.0,True,True,False,36,99.9,17.788875426620336,17.582722391660866,668960,668961,0,0
0,0,gw170817_iz2a/data/GW170817_DIFFIMG_iz2a.DAT,2,iz,197.450374,-23.381494,i,0.0,0.0,0.0,0.0,0.0,903.1000000000003,903.1000000000003,139.98335636693264,200.74284380833853,0.0,True,True,False,36,99.9,17.465485181648518,17.56488426894103,668439,668440,0,0
0,0,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000007.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,38.18000000000001,38.18000000000001,88.0153977758768,80.92627158189455,0.0,True,True,False,-1,99.9,21.149645752911123,21.27626394514462,0,0,0,0
1,1,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000014.DAT,2,ir,78.146505,5.819066,r,0.0,0.0,0.0,9.5887,9.5887,0.0,0.0,0.0,-1.6577788531333173,0.8357557251908396,True,True,False,-1,26.406773338357375,27.5,99.9,0,0,0,0
2,2,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000018.DAT,4,ir,77.390969,6.614503,i,0.0,-6.5266,-0.13082,-1.33299,-7.72877,0.0,0.0,0.0,2.0247902364607167,0.06489632291954657,True,True,False,-1,29.958356637944487,27.106433638048873,99.9,0,0,0,0
3,3,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000020.DAT,4,ir,77.390969,6.614503,r,0.0,-4.7890000000000015,2.539999999999999,7.3489999999999975,0.019999999999996017,0.0,0.0,0.0,8.83113924050633,10.278067526763657,True,True,False,-1,23.566573405226816,23.803800208410486,99.9,0,0,0,0
4,4,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000046.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-2.796000000000003,-2.796000000000003,7.425402613187481,5.300269409747734,0.0,True,True,False,-1,99.9,24.161806687420178,24.02988027792891,0,0,0,0
5,5,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000060.DAT,4,iz,77.002256,5.893483,i,17.990000000000013,-0.37000000000000455,0.0,0.0,0.0,79.99000000000002,61.63,110.60419580419581,110.086642599278,0.0,True,True,True,-1,99.9,20.850114472368766,21.00738087871734,0,0,0,0
6,6,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000063.DAT,4,ir,77.390969,6.614503,i,0.0,-0.5300000000000296,-2.6500000000000057,-79.75000000000003,-81.87,0.0,0.0,0.0,62.90495968727097,47.53142551484354,True,True,False,-1,21.891970670638102,21.475420700534983,99.9,0,0,0,0
7,7,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000067.DAT,4,iz,77.002256,5.893483,i,-1.7510000000000003,-4.4979,0.0,0.0,0.0,4.182499999999999,1.4356,1.833231614281355,2.639896373056995,0.0,True,True,False,-1,99.9,25.61181869686173,25.927368405679026,0,0,0,0
8,8,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000083.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-37.003,-37.003,23.832833133253303,10.353515625,0.0,True,True,False,-1,99.9,23.431380521954075,22.750298337496037,0,0,0,0
9,9,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000103.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,1.5369000000000002,1.5369000000000002,0.8847328244274809,1.0887306653572304,0.0,True,True,False,-1,99.9,25.88291283603899,26.34494138841092,0,0,0,0
10,10,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000123.DAT,4,ir,77.390969,6.614503,i,0.0,4.30997,6.5565,-1.386,-3.6325300000000005,0.0,0.0,0.0,1.3269328585961344,1.058425414364641,True,True,False,-1,26.04157792526824,25.70634385565627,99.9,0,0,0,0
11,11,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000144.DAT,4,ir,77.390969,6.614503,i,0.0,-2.2332,-7.4164400000000015,-3.9259,-9.10914,0.0,0.0,0.0,2.7290978398983485,1.881032578685809,True,True,True,-1,27.5,25.175712083069076,99.9,0,0,0,0
12,12,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000161.DAT,2,ir,78.146505,5.819066,i,0.0,0.0,0.0,-1.2546,-1.2546,0.0,0.0,0.0,2.3283401787871467,2.5563891430314123,True,True,False,-1,25.191579047240324,25.040145352540282,99.9,0,0,0,0
13,13,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000163.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,17.492000000000004,17.492000000000004,13.719383126700935,15.302336903602727,0.0,True,True,False,-1,99.9,23.004029514263873,23.35807805183496,0,0,0,0
14,14,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000165.DAT,2,ir,78.146505,5.819066,r,0.0,0.0,0.0,13.438999999999995,13.438999999999995,0.0,0.0,0.0,6.8185542168674695,12.631961259079905,True,True,False,-1,23.4487229407142,23.870649013000932,99.9,0,0,0,0
15,15,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000182.DAT,2,ir,78.146505,5.819066,r,0.0,0.0,0.0,73.10999999999999,73.10999999999999,0.0,0.0,0.0,44.56557570049447,75.57027649769586,True,True,False,-1,21.452673180678747,21.80729554468589,99.9,0,0,0,0
16,16,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000199.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-48.69999999999999,-48.69999999999999,66.0290275761974,42.76794258373207,0.0,True,True,False,-1,99.9,21.86926339963888,21.60768968096307,0,0,0,0
17,17,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000217.DAT,4,ir,77.390969,6.614503,r,0.0,1.6730000000000018,0.6700000000000017,2.0330000000000013,1.0300000000000011,0.0,0.0,0.0,10.089552238805972,11.224691358024693,True,True,False,-1,23.47032014792931,23.49800323104055,99.9,0,0,0,0
18,18,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000218.DAT,4,iz,77.002256,5.893483,z,-4.010000000000018,10.240000000000009,0.0,0.0,0.0,-27.449999999999992,-41.700000000000024,61.17715617715618,44.97354497354498,0.0,True,True,True,-1,99.9,21.87090444887947,21.71559550926891,0,0,0,0
19,19,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000233.DAT,4,ir,77.390969,6.614503,i,0.0,1.8889999999999996,-3.2162900000000003,-10.751710000000001,-15.857000000000001,0.0,0.0,0.0,3.460248920497841,0.2715008291873964,True,True,False,-1,27.5,24.66431810844843,99.9,0,0,0,0
20,20,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000238.DAT,4,ir,77.390969,6.614503,r,0.0,3.878,-3.5680000000000014,12.088,4.642,0.0,0.0,0.0,6.158468559837727,8.930750206100578,True,True,False,-1,23.846591386760092,24.03647591280417,99.9,0,0,0,0
21,21,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000247.DAT,4,iz,77.002256,5.893483,i,5.159999999999997,11.019999999999984,0.0,0.0,0.0,129.01,123.15,72.39387814034075,92.54447964903729,0.0,True,True,True,-1,99.9,21.051369912946985,21.502114165104462,0,0,0,0
22,22,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000263.DAT,4,iz,77.002256,5.893483,z,-26.86000000000001,-17.46999999999997,0.0,0.0,0.0,-230.19999999999996,-239.59,178.57255728206474,105.85465958474165,0.0,True,True,True,-1,99.9,20.939346340553108,20.46574736651575,0,0,0,0
23,23,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000279.DAT,4,ir,77.390969,6.614503,i,0.0,3.2365999999999997,4.92106,-3.5366,-5.2210600000000005,0.0,0.0,0.0,2.2538891713268936,1.472024302678818,True,True,False,-1,25.68314123762737,25.130582718484025,99.9,0,0,0,0
24,24,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000288.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,9.1098,9.1098,1.5168498168498168,3.451581269919098,0.0,True,True,False,-1,99.9,24.628570477669612,25.759283808624996,0,0,0,0
25,25,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000300.DAT,2,ir,78.146505,5.819066,i,0.0,0.0,0.0,-4.758000000000003,-4.758000000000003,0.0,0.0,0.0,13.19707153144503,15.172507552870087,True,True,False,-1,23.247786609675128,23.149507909250268,99.9,0,0,0,0
26,26,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000307.DAT,4,ir,77.390969,6.614503,r,0.0,-1.4877000000000002,-0.9176000000000002,5.7761,5.206,0.0,0.0,0.0,-0.4528004073319756,0.9467955801104972,True,True,False,-1,26.50090221258932,27.5,99.9,0,0,0,0
27,27,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000317.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-149.1,-149.1,84.81703830760434,35.478365384615394,0.0,True,True,False,-1,99.9,22.07735766813787,21.319242728562532,0,0,0,0
28,28,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000320.DAT,4,iz,77.002256,5.893483,i,7.0,-0.020000000000010232,0.0,0.0,0.0,15.167000000000002,8.146999999999991,25.25959232613909,23.622029133657044,0.0,True,True,True,-1,99.9,22.585667327600746,22.68586905249243,0,0,0,0
29,29,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000323.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,1.6972,1.6972,1.1055267175572518,1.3053019145802651,0.0,True,True,False,-1,99.9,25.685670000780085,26.103048632301913,0,0,0,0
30,30,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000331.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-34.75,-34.75,19.5737507525587,7.4037662020053805,0.0,True,True,False,-1,99.9,23.79732548352211,22.96731579517053,0,0,0,0
31,31,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000332.DAT,4,ir,77.390969,6.614503,r,0.0,1.85582,4.17971,0.38329,-1.9406,0.0,0.0,0.0,0.13138712140493766,0.24862078496406856,True,True,False,-1,27.614985010421762,28.21791293380149,99.9,0,0,0,0
32,32,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000336.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,2.1254,2.1254,1.4077228327228328,1.6536818851251842,0.0,True,True,False,-1,99.9,25.42881751571884,25.840347380385147,0,0,0,0
33,33,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000352.DAT,4,ir,77.390969,6.614503,i,0.0,3.8189999999999986,-6.5710000000000015,-14.259,-24.649,0.0,0.0,0.0,8.814430379746836,4.612565445026179,True,True,False,-1,24.98191115613512,23.645521631264373,99.9,0,0,0,0
34,34,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000357.DAT,2,ir,78.146505,5.819066,i,0.0,0.0,0.0,-6.98557,-6.98557,0.0,0.0,0.0,1.8754894851341557,0.2362755881454323,True,True,False,-1,27.779087854479428,25.275499613669158,99.9,0,0,0,0
35,35,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000370.DAT,4,ir,77.390969,6.614503,i,0.0,2.7319999999999998,-0.2720499999999999,-6.52195,-9.526,0.0,0.0,0.0,2.110244026436197,-0.2632706662980371,True,True,False,-1,27.5,25.202082412125947,99.9,0,0,0,0
36,36,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000390.DAT,2,ir,78.146505,5.819066,r,0.0,0.0,0.0,3.7804300000000004,3.7804300000000004,0.0,0.0,0.0,-0.7293249455601258,0.2340757714634891,True,True,False,-1,27.789243828228077,27.5,99.9,0,0,0,0
37,37,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000408.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,16.93099999999999,16.93099999999999,15.406523708849292,16.52687910484067,0.0,True,True,False,-1,99.9,22.919654182516194,23.230840406608955,0,0,0,0
38,38,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000411.DAT,4,ir,77.390969,6.614503,i,0.0,-0.02720000000000056,-0.81367,-4.22666,-5.0131299999999985,0.0,0.0,0.0,1.1933859068939199,0.12839690436705362,True,True,False,-1,27.5,25.828103645622605,99.9,0,0,0,0
39,39,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000412.DAT,2,ir,78.146505,5.819066,r,0.0,0.0,0.0,39.43000000000001,39.43000000000001,0.0,0.0,0.0,26.77857142857143,44.847948036610575,True,True,False,-1,22.046105565343037,22.37240826214697,99.9,0,0,0,0
40,40,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000417.DAT,4,iz,77.002256,5.893483,z,3.8291,0.6965000000000003,0.0,0.0,0.0,0.2496999999999998,-2.8829,1.8396093988404028,0.8157417012448134,0.0,True,True,False,-1,99.9,26.255775776197442,25.54949484708573,0,0,0,0
41,41,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000437.DAT,4,iz,77.002256,5.893483,i,0.2759999999999998,0.9800000000000004,0.0,0.0,0.0,10.116,9.412,3.243523316062176,5.367985518489785,0.0,True,True,False,-1,99.9,24.207036230961407,24.932441863528236,0,0,0,0
42,42,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000449.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,48.729,48.729,29.480430236032273,35.432692307692314,0.0,True,True,False,-1,99.9,22.078756291192423,22.514526175838558,0,0,0,0
43,43,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000452.DAT,2,ir,78.146505,5.819066,r,0.0,0.0,0.0,25.52499999999999,25.52499999999999,0.0,0.0,0.0,14.826139088729017,26.16836428999401,True,True,False,-1,22.646842726702623,23.022089687416663,99.9,0,0,0,0
44,44,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000474.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,1.975999999999999,1.975999999999999,17.430337756332932,14.557963955187528,0.0,True,True,False,-1,99.9,23.058701038030467,23.095199188474574,0,0,0,0
45,45,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000477.DAT,4,ir,77.390969,6.614503,r,0.0,-3.0848000000000004,5.9213000000000005,7.9758,-1.0303000000000002,0.0,0.0,0.0,-0.4578665987780041,0.8545178226029289,True,True,False,-1,26.274225729247107,27.5,99.9,0,0,0,0
46,46,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000483.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-4.3213,-4.3213,0.7922442748091603,-0.4242506142506142,0.0,True,True,False,-1,99.9,27.5,26.464823965620493,0,0,0,0
47,47,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000487.DAT,2,ir,78.146505,5.819066,i,0.0,0.0,0.0,-13.4789,-13.4789,0.0,0.0,0.0,5.015440289505428,2.2300488102501532,True,True,False,-1,25.34019170495448,24.20541600189103,99.9,0,0,0,0
48,48,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000491.DAT,4,iz,77.002256,5.893483,z,-7.751000000000001,-7.0889999999999995,0.0,0.0,0.0,-16.491,-17.153000000000002,11.98334342822532,5.795243019648397,0.0,True,True,True,-1,99.9,24.536357106495185,23.743317806244484,0,0,0,0
49,49,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000494.DAT,4,iz,77.002256,5.893483,i,-2.3799999999999955,5.170000000000017,0.0,0.0,0.0,72.05000000000003,64.5,47.271655863288146,57.48438670996753,0.0,True,True,False,-1,99.9,21.595161268947134,22.002945055991987,0,0,0,0
50,50,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000504.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,6.785,6.785,7.307809176542086,7.540963560772806,0.0,True,True,False,-1,99.9,23.777390118094193,24.047212298225368,0,0,0,0
51,51,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000577.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,5.053000000000001,5.053000000000001,7.484351261014888,7.261252446183952,0.0,True,True,False,-1,99.9,23.818693942707792,24.021294889437385,0,0,0,0
52,52,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000582.DAT,4,ir,77.390969,6.614503,i,0.0,-2.756,-0.7648000000000001,1.6115000000000004,-0.3796999999999997,0.0,0.0,0.0,2.2127859684799187,2.2979298923544023,True,True,False,-1,25.303609345126173,25.56387182710632,99.9,0,0,0,0
53,53,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000591.DAT,4,ir,77.390969,6.614503,i,0.0,-0.8889999999999993,-0.2989999999999995,-2.9220000000000006,-3.5120000000000005,0.0,0.0,0.0,5.283684344075108,4.770184623863323,True,True,False,-1,24.423111564895038,24.251013865187694,99.9,0,0,0,0
54,54,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000597.DAT,4,iz,77.002256,5.893483,z,-3.115000000000009,-3.7680000000000007,0.0,0.0,0.0,-38.569,-39.222,22.680684890357465,9.526695898890898,0.0,True,True,False,-1,99.9,23.698234523068017,22.8508185569605,0,0,0,0
55,55,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000601.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-27.596,-27.596,16.838009049773756,6.905309517983853,0.0,True,True,False,-1,99.9,23.873530531186105,23.133064321648423,0,0,0,0
56,56,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000613.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-10.396000000000008,-10.396000000000008,22.318714328627216,15.551959114139693,0.0,True,True,False,-1,99.9,22.986196882269784,22.82254257856641,0,0,0,0
57,57,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000624.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-15.2779,-15.2779,3.1846997866504108,-1.1864619164619163,0.0,True,True,False,-1,99.9,27.5,24.95231317705525,0,0,0,0
58,58,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000628.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,1.6135000000000002,1.6135000000000002,-1.1495264283531927,-0.5279852579852579,0.0,True,True,False,-1,99.9,27.5,27.5,0,0,0,0
59,59,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000646.DAT,2,ir,78.146505,5.819066,r,0.0,0.0,0.0,9.238,9.238,0.0,0.0,0.0,14.693211801391222,21.19482862297053,True,True,False,-1,22.87961961453503,23.03212841478529,99.9,0,0,0,0
60,60,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000658.DAT,4,ir,77.390969,6.614503,i,0.0,-0.8799999999999955,-14.430000000000064,-209.04,-222.59000000000003,0.0,0.0,0.0,202.44664466446645,172.50849102377492,True,True,True,-1,20.392463396382578,20.0914277148211,99.9,0,0,0,0
61,61,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000660.DAT,2,ir,78.146505,5.819066,r,0.0,0.0,0.0,139.79000000000008,139.79000000000008,0.0,0.0,0.0,91.43640100479558,146.47234273318873,True,True,False,-1,20.66863364933948,20.993764827981803,99.9,0,0,0,0
62,62,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000668.DAT,2,ir,78.146505,5.819066,r,0.0,0.0,0.0,1.0679999999999996,1.0679999999999996,0.0,0.0,0.0,3.3863801014247765,4.59531059683313,True,True,False,-1,24.55320495223558,24.632897664912328,99.9,0,0,0,0
63,63,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000680.DAT,4,ir,77.390969,6.614503,r,0.0,-6.100000000000023,5.67999999999995,98.21999999999996,86.44,0.0,0.0,0.0,72.27967953386745,100.24170737978916,True,True,False,-1,21.022784004066907,21.33795673593504,99.9,0,0,0,0
64,64,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000690.DAT,4,iz,77.002256,5.893483,z,-2.1500000000000057,-7.948000000000007,0.0,0.0,0.0,-73.579,-79.377,42.80011827321112,18.253654783277767,0.0,True,True,True,-1,99.9,22.997812250656885,22.114701186210386,0,0,0,0
65,65,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000701.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-134.847,-134.847,64.26162790697674,20.910259519767155,0.0,True,True,False,-1,99.9,22.661068105665073,21.638724585783674,0,0,0,0
66,66,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000706.DAT,4,ir,77.390969,6.614503,r,0.0,2.5735300000000003,-1.2881799999999999,3.89083,0.029120000000000038,0.0,0.0,0.0,-0.17845468431771894,0.1703510226644555,True,True,False,-1,27.5,27.5,99.9,0,0,0,0
67,67,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000717.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-16.362000000000002,-16.362000000000002,8.682756527018821,3.001226091221187,0.0,True,True,False,-1,99.9,24.780635163038173,23.859046955036696,0,0,0,0
68,68,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000730.DAT,4,ir,77.390969,6.614503,i,0.0,-0.22799999999999976,2.4891999999999994,-10.3291,-13.0463,0.0,0.0,0.0,3.756221432199085,1.1698618784530386,True,True,False,-1,25.932892100854406,24.591798324345234,99.9,0,0,0,0
69,69,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000737.DAT,4,ir,77.390969,6.614503,i,0.0,0.3791000000000002,-5.624219999999999,-2.0101999999999998,-8.01352,0.0,0.0,0.0,1.8457157386219167,1.3449047224523614,True,True,False,-1,27.5,25.347778095195146,99.9,0,0,0,0
70,70,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000742.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,2.1213999999999995,2.1213999999999995,0.9574351145038168,1.2903780068728523,0.0,True,True,False,-1,99.9,25.698155057453942,26.259198360562625,0,0,0,0
71,71,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000755.DAT,4,ir,77.390969,6.614503,i,0.0,11.910000000000027,-7.359999999999986,-31.569999999999997,-50.84,0.0,0.0,0.0,69.35538798345901,63.858350951374206,True,True,True,-1,21.575661961610194,21.36243079410805,99.9,0,0,0,0
72,72,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000760.DAT,4,ir,77.390969,6.614503,r,0.0,-3.126999999999996,3.609000000000009,21.248000000000005,14.512,0.0,0.0,0.0,18.970824949698187,25.41401792991035,True,True,False,-1,22.57240212641749,22.852139239769254,99.9,0,0,0,0
73,73,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000771.DAT,4,ir,77.390969,6.614503,i,0.0,-3.75,-5.477000000000004,-32.354,-34.080999999999996,0.0,0.0,0.0,28.5475,22.280424720936562,True,True,False,-1,22.792849419440216,22.392184005081933,99.9,0,0,0,0
74,74,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000779.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,8.302999999999999,8.302999999999999,3.151219512195122,4.566144047035767,0.0,True,True,False,-1,99.9,24.323943479168054,24.964118748372478,0,0,0,0
75,75,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000785.DAT,4,ir,77.390969,6.614503,i,0.0,4.308000000000007,0.9159999999999968,-4.171999999999997,-7.564000000000008,0.0,0.0,0.0,18.34398590840463,17.841343528126707,True,True,False,-1,22.962135261409077,22.84319607280797,99.9,0,0,0,0
76,76,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000790.DAT,4,ir,77.390969,6.614503,r,0.0,2.1325000000000003,-1.2259999999999989,2.7003999999999992,-0.6581000000000001,0.0,0.0,0.0,2.020950928044749,2.350621032293679,True,True,False,-1,25.343136499622137,25.249300713297373,99.9,0,0,0,0
77,77,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000795.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,7.350999999999999,7.350999999999999,14.643094590510726,13.597709551656921,0.0,True,True,False,-1,99.9,23.133317218824192,23.286675912569088,0,0,0,0
78,78,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000834.DAT,4,iz,77.002256,5.893483,i,-2.3999999999999773,-4.419999999999988,0.0,0.0,0.0,86.37,84.35,50.82280340875698,64.47538538040776,0.0,True,True,False,-1,99.9,21.484075411326828,21.92037069064146,0,0,0,0
79,79,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000853.DAT,4,ir,77.390969,6.614503,r,0.0,-0.9169999999999998,-3.688400000000001,0.9111000000000012,-1.8603,0.0,0.0,0.0,2.4290543975597347,2.8882450331125833,True,True,False,-1,25.42214998179895,25.158853882906747,99.9,0,0,0,0
80,80,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000879.DAT,2,ir,78.146505,5.819066,r,0.0,0.0,0.0,13.3166,13.3166,0.0,0.0,0.0,-2.3535688361964677,1.095969465648855,True,True,False,-1,26.11247560263475,27.5,99.9,0,0,0,0
81,81,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000902.DAT,4,ir,77.390969,6.614503,i,0.0,-7.347999999999999,-0.7020000000000001,-27.58,-34.226,0.0,0.0,0.0,12.102577059120767,3.771649200220629,True,True,False,-1,24.71731526601448,23.47991575793216,99.9,0,0,0,0
82,82,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000911.DAT,2,iz,78.248609,5.883248,i,0.0,0.0,0.0,0.0,0.0,0.5940000000000012,0.5940000000000012,3.188966778421213,2.712043168996812,0.0,True,True,False,-1,99.9,24.89090672601857,24.950859436701627,0,0,0,0
83,83,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000921.DAT,2,iz,78.248609,5.883248,z,0.0,0.0,0.0,0.0,0.0,-2.698999999999998,-2.698999999999998,26.95059880239521,21.17778316759641,0.0,True,True,False,-1,99.9,22.647265419515513,22.614212785445556,0,0,0,0
84,84,RM_DES+LIGO_KN_SIGNAL/data/DES-0001_SN00000942.DAT,2,ir,78.146505,5.819066,r,0.0,0.0,0.0,127.29000000000002,127.29000000000002,0.0,0.0,0.0,72.75838150289017,122.39545832179451,True,True,False,-1,20.88651802163084,21.255327146257265,99.9,0,0,0,0
